laureate_id,awardYear,category,prize,motivation,portion,laureate_type,full_Name,gender,birth_city,birth_country,birth_continent,organization_name,organization_city,organization_country,death_city,death_country,iso_alpha,birth_date_datetime,death_date_datetime,years_lived,dateAwarded_datetime,laureates_age_receiving_prize,decade,US_born_laureates,female_laureates,chemistry_category,physics_category,Literature_category,Peace_category,Physiology or Medicine,
277,887,2013,Physics,The Nobel Prize in Physics 2013,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",01-Feb,Individual,François Englert,male,Etterbeek,Belgium,Europe,Université Libre de Bruxelles,Brussels,Belgium,,,BEL,06-11-1932,,,08-10-2013,81,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
278,380,1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1965,for their discoveries concerning genetic control of enzyme and virus synthesis,01-Mar,Individual,François Jacob,male,Nancy,France,Europe,Institut Pasteur,Paris,France,Paris,France,FRA,17-06-1920,19-04-2013,93,14-10-1965,45,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
279,623,1952,Literature,The Nobel Prize in Literature 1952,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,1,Individual,François Mauriac,male,Bordeaux,France,Europe,,,,Paris,France,FRA,1885-10-11,01-09-1970,85,06-11-1952,67,1950,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
280,824,2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2008,for their discovery of human immunodeficiency virus,01-Apr,Individual,Françoise Barré-Sinoussi,female,Paris,France,Europe,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,,,FRA,30-07-1947,,,06-10-2008,61,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
281,494,1929,Peace,The Nobel Peace Prize 1929,for his crucial role in bringing about the Briand-Kellogg Pact,1,Individual,Frank Billings Kellogg,male,"Potsdam, NY",USA,North America,,,,"St. Paul, MN",USA,USA,1856-12-22,21-12-1937,81,10-12-1930,74,1920,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
282,778,2004,Physics,The Nobel Prize in Physics 2004,for the discovery of asymptotic freedom in the theory of the strong interaction,01-Mar,Individual,Frank Wilczek,male,"New York, NY",USA,North America,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,USA,15-05-1951,,,05-10-2004,53,2000,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
283,613,1939,Literature,The Nobel Prize in Literature 1939,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,1,Individual,Frans Eemil Sillanpää,male,Hämeenkyrö,Finland,Europe,,,,Helsinki,Finland,FIN,1888-09-16,03-06-1964,76,10-11-1939,51,1930,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
284,193,1935,Chemistry,The Nobel Prize in Chemistry 1935,in recognition of their synthesis of new radioactive elements,01-Feb,Individual,Frédéric Joliot,male,Paris,France,Europe,Institut du Radium,Paris,France,Paris,France,FRA,19-03-1901,14-08-1958,57,14-11-1935,35,1930,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
285,573,1904,Literature,The Nobel Prize in Literature 1904,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",01-Feb,Individual,Frédéric Mistral,male,Maillane,France,Europe,,,,Maillane,France,FRA,1830-09-08,25-03-1914,84,17-11-1904,74,1900,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
286,463,1901,Peace,The Nobel Peace Prize 1901,"for his lifelong work for international peace conferences, diplomacy and arbitration",01-Feb,Individual,Frédéric Passy,male,Paris,France,Europe,,,,Paris,France,FRA,1822-05-20,12-06-1912,90,10-12-1901,80,1900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
287,358,1954,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1954,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,01-Mar,Individual,Frederick Chapman Robbins,male,"Auburn, AL",USA,North America,Western Reserve University,"Cleveland, OH",USA,"Cleveland, OH",USA,USA,25-08-1916,04-08-2003,87,21-10-1954,38,1950,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
288,313,1923,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1923,for the discovery of insulin,01-Feb,Individual,Frederick Grant Banting,male,Alliston,Canada,North America,University of Toronto,Toronto,Canada,Newfoundland,Canada,CAN,1891-11-14,21-02-1941,49,25-10-1923,32,1920,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
289,148,1995,Physics,The Nobel Prize in Physics 1995,for the detection of the neutrino,01-Feb,Individual,Frederick Reines,male,"Paterson, NJ",USA,North America,University of California,"Irvine, CA",USA,"Orange, CA",USA,USA,16-03-1918,26-08-1998,80,11-10-1995,78,1990,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
290,222,1958,Chemistry,The Nobel Prize in Chemistry 1958,"for his work on the structure of proteins, especially that of insulin",1,Individual,Frederick Sanger,male,Rendcombe,United Kingdom,Europe,University of Cambridge,Cambridge,United Kingdom,Cambridge,United Kingdom,GBR,13-08-1918,19-11-2013,95,28-10-1958,40,1950,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
291,179,1921,Chemistry,The Nobel Prize in Chemistry 1921,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",1,Individual,Frederick Soddy,male,Eastbourne,United Kingdom,Europe,University of Oxford,Oxford,United Kingdom,Brighton,United Kingdom,GBR,1877-09-02,22-09-1956,79,09-11-1922,45,1920,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
292,474,1908,Peace,The Nobel Peace Prize 1908,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",01-Feb,Individual,Fredrik Bajer,male,Næstved,Denmark,Europe,,,,Copenhagen,Denmark,DNK,1837-04-21,22-01-1922,85,10-12-1908,72,1900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
293,487,1922,Peace,The Nobel Peace Prize 1922,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",1,Individual,Fridtjof Nansen,male,Oslo,Norway,Europe,,,,Oslo,Norway,NOR,1861-10-10,13-05-1930,69,10-12-1922,61,1920,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
294,190,1931,Chemistry,The Nobel Prize in Chemistry 1931,in recognition of their contributions to the invention and development of chemical high pressure methods,01-Feb,Individual,Friedrich Bergius,male,"Goldschmieden, near Breslau",Poland,Europe,University of Heidelberg,Heidelberg,Germany,Buenos Aires,Argentina,POL,1884-10-11,30-03-1949,64,12-11-1931,47,1930,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
295,685,1974,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",01-Feb,Individual,Friedrich August von Hayek,male,Vienna,Austria,Europe,,,,Freiburg,Germany,AUT,1899-05-08,23-03-1992,93,09-10-1974,75,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296,508,1947,Peace,The Nobel Peace Prize 1947,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",01-Feb,Organization,Friends Service Council,Organization,,,,,,,,,,,,,30-10-1947,,1940,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
297,60,1953,Physics,The Nobel Prize in Physics 1953,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",1,Individual,Frits Zernike,male,Amsterdam,the Netherlands,Europe,Groningen University,Groningen,Netherlands,Groningen,the Netherlands,,1888-07-16,10-03-1966,78,04-11-1953,65,1950,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
298,177,1918,Chemistry,The Nobel Prize in Chemistry 1918,for the synthesis of ammonia from its elements,1,Individual,Fritz Haber,male,Wroclaw,Poland,Europe,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,Basel,Switzerland,POL,1868-12-09,29-01-1934,65,13-11-1919,51,1910,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
299,355,1953,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1953,for his discovery of co-enzyme A and its importance for intermediary metabolism,01-Feb,Individual,Fritz Albert Lipmann,male,Kaliningrad,Russia,Europe,Harvard Medical School,"Boston, MA",USA,"Poughkeepsie, NY",USA,,1899-06-12,24-07-1986,87,22-10-1953,54,1950,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
300,181,1923,Chemistry,The Nobel Prize in Chemistry 1923,for his invention of the method of micro-analysis of organic substances,1,Individual,Fritz Pregl,male,Ljubljana,Slovenia,Europe,Graz University,Graz,Austria,Graz,Austria,SVN,1869-09-03,13-12-1930,61,13-11-1923,54,1920,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
301,659,1982,Literature,The Nobel Prize in Literature 1982,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",1,Individual,Gabriel García Márquez,male,Aracataca,Colombia,South America,,,,Mexico City,Mexico,COL,06-03-1927,17-04-2014,87,21-10-1982,56,1980,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
302,12,1908,Physics,The Nobel Prize in Physics 1908,for his method of reproducing colours photographically based on the phenomenon of interference,1,Individual,Gabriel Lippmann,male,Hollerich,Luxembourg,Europe,Sorbonne University,Paris,France,,,LUX,1845-08-16,13-07-1921,76,10-11-1908,63,1900,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
303,615,1945,Literature,The Nobel Prize in Literature 1945,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",1,Individual,Gabriela Mistral,female,Vicuña,Chile,South America,,,,"Hempstead, NY",USA,CHL,1889-04-07,10-01-1957,68,15-11-1945,57,1940,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
304,734,2000,Literature,The Nobel Prize in Literature 2000,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",1,Individual,Gao Xingjian,male,Ganzhou,China,Asia,,,,,,CHN,04-01-1940,,,12-10-2000,61,2000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
305,708,1992,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1992,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",1,Individual,Gary S. Becker,male,"Pottsville, PA",USA,North America,University of Chicago,"Chicago, IL",USA,"Chicago, IL",USA,USA,02-12-1930,03-05-2014,83,13-10-1992,62,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,1036,2024,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2024,for the discovery of microRNA and its role in post-transcriptional gene regulation,01-Feb,Individual,Gary Ruvkun,male,"Berkeley, CA",USA,North America,Massachusetts General Hospital,"Boston, MA",USA,,,USA,01-01-1952,,,07-10-2024,73,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
307,1038,2024,Physics,The Nobel Prize in Physics 2024,for foundational discoveries and inventions that enable machine learning with artificial neural networks,01-Feb,Individual,Geoffrey Hinton,male,London,United Kingdom,Europe,University of Toronto,Toronto,Canada,,,GBR,06-12-1947,,,08-10-2024,77,2020,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
308,245,1973,Chemistry,The Nobel Prize in Chemistry 1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",01-Feb,Individual,Geoffrey Wilkinson,male,Todmorden,United Kingdom,Europe,Imperial College,London,United Kingdom,London,United Kingdom,GBR,14-07-1921,26-09-1996,75,23-10-1973,52,1970,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
309,371,1961,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1961,for his discoveries of the physical mechanism of stimulation within the cochlea,1,Individual,Georg von Békésy,male,Budapest,Hungary,Europe,Harvard University,"Cambridge, MA",USA,"Honolulu, HI",USA,HUN,1899-06-03,13-06-1972,73,19-10-1961,62,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
310,253,1979,Chemistry,The Nobel Prize in Chemistry 1979,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",01-Feb,Individual,Georg Wittig,male,Berlin,Germany,Europe,University of Heidelberg,Heidelberg,Germany,Heidelberg,Germany,DEU,1897-06-16,26-08-1987,90,15-10-1979,82,1970,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
311,744,2001,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2001,for their analyses of markets with asymmetric information,01-Mar,Individual,George A. Akerlof,male,"New Haven, CT",USA,North America,University of California,"Berkeley, CA",USA,,,USA,17-06-1940,,,10-10-2001,61,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,280,1994,Chemistry,The Nobel Prize in Chemistry 1994,for his contribution to carbocation chemistry,1,Individual,George A. Olah,male,Budapest,Hungary,Europe,University of Southern California,"Los Angeles, CA",USA,"Los Angeles, CA",USA,HUN,22-05-1927,08-03-2017,90,12-10-1994,67,1990,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
313,364,1958,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1958,for their discovery that genes act by regulating definite chemical events,01-Apr,Individual,George Wells Beadle,male,"Wahoo, NE",USA,North America,California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pomona, CA",USA,USA,22-10-1903,09-06-1989,86,30-10-1958,55,1950,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
314,596,1925,Literature,The Nobel Prize in Literature 1925,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",1,Individual,George Bernard Shaw,male,Dublin,Ireland,Europe,,,,Ayot St. Lawrence,United Kingdom,IRL,1856-07-26,02-11-1950,94,11-11-1926,70,1920,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
315,514,1953,Peace,The Nobel Peace Prize 1953,for proposing and supervising the plan for the economic recovery of Europe,1,Individual,George Catlett Marshall,male,"Uniontown, PA",USA,North America,,,,"Washington, D.C.",USA,USA,1880-12-31,16-10-1959,79,30-10-1953,73,1950,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
316,421,1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,01-Mar,Individual,George D. Snell,male,"Bradford, MA",USA,North America,Jackson Laboratory,"Bar Harbor, ME",USA,"Bar Harbor, ME",USA,USA,19-12-1903,06-06-1996,92,10-10-1980,77,1980,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
317,201,1943,Chemistry,The Nobel Prize in Chemistry 1943,for his work on the use of isotopes as tracers in the study of chemical processes,1,Individual,George de Hevesy,male,Budapest,Hungary,Europe,Stockholm University,Stockholm,Sweden,Freiburg im Breisgau,Germany,HUN,1885-08-01,05-07-1966,81,09-11-1944,59,1940,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
318,405,1974,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1974,for their discoveries concerning the structural and functional organization of the cell,01-Mar,Individual,George E. Palade,male,Iasi,Romania,Europe,"Yale University, School of Medicine","New Haven, CT",USA,"Del Mar, CA",USA,ROU,19-11-1912,07-10-2008,96,10-10-1974,62,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
319,840,2009,Physics,The Nobel Prize in Physics 2009,for the invention of an imaging semiconductor circuit - the CCD sensor,01-Apr,Individual,George E. Smith,male,"White Plains, NY",USA,North America,Bell Laboratories,"Murray Hill, NJ",USA,"Barnegat Township, NJ",USA,USA,10-05-1930,28-05-2025,95,06-10-2009,79,2000,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
320,805,2006,Physics,The Nobel Prize in Physics 2006,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,01-Feb,Individual,George F. Smoot,male,"Yukon, FL",USA,North America,University of California,"Berkeley, CA",USA,,,USA,20-02-1945,,,03-10-2006,62,2000,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
321,439,1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1988,for their discoveries of important principles for drug treatment,01-Mar,Individual,George H. Hitchings,male,"Hoquiam, WA",USA,North America,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,"Chapel Hill, NC",USA,USA,18-04-1905,27-02-1998,93,17-10-1988,83,1980,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
322,326,1934,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1934,for their discoveries concerning liver therapy in cases of anaemia,01-Mar,Individual,George Hoyt Whipple,male,"Ashland, NH",USA,North America,University of Rochester,"Rochester, NY",USA,"Rochester, NY",USA,USA,1878-08-28,01-02-1976,97,25-10-1934,56,1930,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
323,696,1982,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1982,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",1,Individual,George J. Stigler,male,"Renton, WA",USA,North America,University of Chicago,"Chicago, IL",USA,"Chicago, IL",USA,USA,17-01-1911,01-12-1991,81,20-10-1982,72,1980,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
324,964,2018,Chemistry,The Nobel Prize in Chemistry 2018,for the phage display of peptides and antibodies,01-Apr,Individual,George P. Smith,male,"Norwalk, CT",USA,North America,University of Missouri,Columbia,USA,,,USA,10-03-1941,,,03-10-2018,78,2010,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
325,45,1937,Physics,The Nobel Prize in Physics 1937,for their experimental discovery of the diffraction of electrons by crystals,01-Feb,Individual,George Paget Thomson,male,Cambridge,United Kingdom,Europe,London University,London,United Kingdom,Cambridge,United Kingdom,GBR,1892-05-03,10-09-1975,83,11-11-1937,46,1930,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
